00725	纸拉门
00833	贴纸
00941	旗子
00950	贴纸
01029	纸拉门
01032	杂志
01499	蝴蝶结
01500	衬衫
01501	衬衫
01504	蝴蝶结
01620	面料
01644	贴纸
01645	贴纸
01750	纸张正面
01778	晾在竿子上的T恤
01779	桌巾
01783	喜欢的卡片
01792	抱枕套
01802	广告
01803	低音鼓鼓皮
01816	窗帘
01838	手帕
01849	暖桌被子
01850	荧幕
01861	封面
01870	单点图案
01899	签名
02020	布料
02561	灯罩
02605	寝具
02713	贴纸
03200	寝具
03229	晾在竿子上的衬衫
03230	寝具
03305	坐垫
03307	图案
03439	桌巾
03444	椅子
03445	喜欢的伞
03449	椅面
03467	垫子
03468	毛巾
03502	寝具
03561	披巾
03586	封面
03590	荧幕
03617	布帘
03618	抹布
03621	寝具
03622	座垫
03692	广告单
03702	椅面
03946	桌子
03947	椅面
03965	画纸
04034	纸张正面
04035	枕头
04036	垫子
04039	抱枕
04040	垫子
04041	寝具
04043	桌巾
04044	抱枕
04068	餐垫
04069	灯罩
04101	传真资料
04102	床垫
04122	漫画原稿纸
04140	指示灯
04144	表面
04308	花样
04445	托盘
05338	面板图案
05397	手机壳
07047	面料
07048	面料
07132	寝具
07133	桌巾
07150	圆环窗帘
07151	圆环窗帘
07152	圆环窗帘
07282	书
07531	烫衣板
07681	纺织品
07682	和服
07802	抱枕
08096	贴纸
08298	寝具
08760	颜色
12410	木板
14475	信息
