00079	棉被套
00725	和紙
00833	貼紙
00922	Logo
00941	旗子
00950	貼紙
01029	和紙
01032	雜誌
01133	手把顏色
01222	螢幕畫面
01235	側面‧背面
01499	蝴蝶結
01500	上衣
01501	上衣
01504	蝴蝶結
01608	旗子圖案
01620	布料
01644	貼紙
01645	貼紙
01712	海報
01745	印刷物
01750	紙張正面
01778	晾在竿子上的T恤
01779	桌巾
01783	喜愛的卡片
01792	抱枕套
01802	廣告
01803	低音鼓鼓皮
01816	窗簾
01820	衣服
01838	手帕
01849	暖桌被子
01850	螢幕
01861	種類
01870	小圖案
01899	珍藏的簽名
02020	布料
02561	燈罩
02587	顏色
02605	寢具
02606	棉被套
02713	貼紙
03200	寢具
03229	晾在竿子上的襯衫
03230	寢具
03305	坐墊
03307	測量台的圖案
03439	桌巾
03444	椅子
03445	喜愛的傘
03449	椅面
03467	墊子顏色
03468	毛巾
03502	寢具
03561	披巾
03586	種類
03590	螢幕
03617	布簾
03618	抹布
03621	寢具
03622	坐墊
03692	廣告單
03702	椅面
03946	桌子
03947	椅面
03965	畫紙
04034	紙張正面
04035	枕頭
04036	墊子
04039	抱枕
04040	餐墊
04041	寢具
04043	桌巾
04044	抱枕
04068	餐墊
04069	燈罩
04101	傳真資料
04102	床墊
04122	漫畫原稿紙
04140	指示燈
04144	錶面
04196	號誌
04308	圖案
04445	托盤
05338	板子
05397	顏色
07047	布料
07048	布料
07132	寢具
07133	桌巾
07150	擂台布
07151	擂台布
07152	擂台布
07154	標籤
07282	書
07531	燙衣板
07681	紡織品
07682	和服
07802	抱枕
08096	貼紙
08298	寢具
08760	顏色
12361	鋪墊顏色
12366	椅背Logo
12410	木板
12605	告示
12637	X光相片
12669	椅面顏色
12679	櫃台下方的紙張
12693	旗子顏色
12699	招牌設計
12715	刊登物的圖片
12744	底布
12745	底布
12782	陽傘顏色
12879	POP設計
12880	招牌設計
12881	連身裙顏色
12882	上衣顏色
12883	展示服
12886	展示服
12890	布幕
12892	顏色‧圖案
12991	布面顏色
12994	枕頭&床墊顏色
12995	布面顏色
12996	坐墊顏色
12998	布
12999	布
13005	椅子顏色
13006	桌面顏色
13007	桌面顏色
13008	布面顏色
13009	布面顏色
13010	布面顏色
13073	布面
13075	布面
13076	布面
13077	布面
13078	布面
13079	布面
13081	桌巾
13082	桌巾
13108	收納物品顏色
13109	收納物品顏色
13110	收納品
13138	布面
13139	被套
13140	桌巾
13141	布面
13142	布面
13143	桌巾
13151	燈籠圖案
13157	螢幕顯示
13161	背面
13163	紙張
13201	底面圖案
13205	陳列品
13207	展示內容
13209	螢幕
13214	圖示
13220	燈籠圖案
13269	背面的紙張
13288	布面
13294	陽傘顏色
13295	答案
13296	枕頭套
13299	標籤
13303	標籤
13336	帆布
13337	放置很久的雜誌
13339	亂丟的衣服顏色
13341	睡亂的寢具顏色
13345	包裝顏色
13347	Logo
13356	紙箱顏色
13360	標籤
13362	插入的物品
13363	螢幕
13365	杯子圖案
13369	標籤
13454	桌面顏色
13502	主螢幕
13504	螢幕
13512	背面的紙張
13513	標籤
13515	標籤
13521	多螢幕
13522	服裝
13523	貼紙
13582	紋章
13583	泳衣顏色
13584	化妝包顏色
13586	椅子顏色
13589	Logo
13590	紋章
13606	標籤
13615	貼紙
13621	貼紙
13624	計分板顏色
13630	窗簾
13631	匾額
13632	爆米花杯設計
13633	布面顏色
13634	推銷貼紙
13636	展示物
13637	椅子顏色
13638	布面顏色
13639	板子
13640	展示內容
13647	招牌
13651	掛軸
13652	種類
13655	種類
13656	顏色
13657	圖案
13680	桌面顏色
13681	種類
13683	顏色
13701	顏色
13709	標籤
13727	種類
13730	布面顏色
13744	海報圖案
13746	種類
13747	燈的文字
13751	相框的內容物
13756	Logo
13764	顏色
13925	螢幕顯示
13926	圖示
14049	Logo
14051	作品種類
14215	種類
14346	種類
14475	訊息顏色
14525	標籤
14527	紙張
14572	櫃門貼紙
14592	蓋子的圖案
14619	簾子的圖案
14620	簾子的圖案
14621	內容
14714	標籤
